2019-08-29T07:10:00Z,29.86753570,121.53842723,2.098,149.60
2019-08-29T07:10:01Z,29.86753160,121.53842950,1.707,163.24
2019-08-29T07:10:02Z,29.86752706,121.53843066,1.924,171.05
2019-08-29T07:10:03Z,29.86752260,121.53842986,1.861,200.94
2019-08-29T07:10:04Z,29.86751851,121.53842836,1.609,197.05
2019-08-29T07:10:05Z,29.86751478,121.53842645,1.579,204.21
2019-08-29T07:10:06Z,29.86751128,121.53842390,1.650,213.16
2019-08-29T07:10:07Z,29.86750796,121.53842155,1.426,204.81
2019-08-29T07:10:08Z,29.86750485,121.53841936,1.451,210.51
2019-08-29T07:10:09Z,29.86750225,121.53841603,1.700,235.84
2019-08-29T07:10:10Z,29.86749928,121.53841480,1.650,163.44
2019-08-29T07:10:11Z,29.86749645,121.53841408,1.090,196.96
2019-08-29T07:10:12Z,29.86749363,121.53841378,1.166,181.45
2019-08-29T07:10:13Z,29.86749103,121.53841478,1.238,142.82
2019-08-29T07:10:14Z,29.86748853,121.53841598,1.070,162.66
2019-08-29T07:10:15Z,29.86748605,121.53841753,1.207,145.92
2019-08-29T07:10:16Z,29.86748338,121.53841906,1.253,156.80
2019-08-29T07:10:17Z,29.86748046,121.53841995,1.248,173.83
2019-08-29T07:10:18Z,29.86747743,121.53842066,1.248,166.17
2019-08-29T07:10:19Z,29.86747446,121.53842138,1.190,166.13
2019-08-29T07:10:20Z,29.86747150,121.53842268,1.420,150.90
2019-08-29T07:10:21Z,29.86746868,121.53842361,1.159,165.69
2019-08-29T07:10:22Z,29.86746611,121.53842501,1.214,142.32
2019-08-29T07:10:23Z,29.86746353,121.53842710,1.355,140.18
2019-08-29T07:10:24Z,29.86746105,121.53843025,1.705,124.97
2019-08-29T07:10:25Z,29.86745841,121.53843463,2.011,120.65
2019-08-29T07:10:26Z,29.86745616,121.53843975,1.939,109.00
2019-08-29T07:10:27Z,29.86745403,121.53844565,2.431,112.44
2019-08-29T07:10:28Z,29.86745288,121.53845201,2.363,95.76
2019-08-29T07:10:29Z,29.86745218,121.53845895,2.616,96.77
