2019-08-26T017:01:42Z,29.8678312,121.5389435,0,0
2019-08-26T017:01:42Z,29.8678312,121.5389435,0,0
2019-08-26T017:01:42Z,29.8678312,121.5389435,0,0
2019-08-26T017:01:42Z,29.8678312,121.5389435,0,0
2019-08-26T017:01:42Z,29.8678312,121.5389435,0,0
2019-08-26T017:01:42Z,29.8678312,121.5389435,0,0
2019-08-26T017:01:42Z,29.8678312,121.5389435,0,0
2019-08-26T017:01:42Z,29.8678312,121.5389435,0,0
2019-08-26T017:01:43Z,29.8678312,121.5389435,0,0
2019-08-26T017:01:43Z,29.8678312,121.5389435,0,0
2019-08-26T017:01:43Z,29.8678312,121.5389435,0,0
2019-08-26T017:01:43Z,29.8678312,121.5389435,0,0
2019-08-26T017:01:43Z,29.8678312,121.5389435,0,0
2019-08-26T017:01:43Z,29.8678312,121.5389435,0,0
2019-08-26T017:01:43Z,29.8678312,121.5389435,0,0
2019-08-26T017:01:43Z,29.8678312,121.5389435,0,0
2019-08-26T017:01:43Z,29.8678312,121.5389435,0,0
2019-08-26T017:01:43Z,29.8678312,121.5389435,0,0
2019-08-26T017:01:43Z,29.8678312,121.5389435,0,0
2019-08-26T017:01:43Z,29.8678312,121.5389435,0,0
2019-08-26T017:01:43Z,29.8678312,121.5389435,0,0
2019-08-26T017:01:43Z,29.8678312,121.5389435,0,0
2019-08-26T017:01:43Z,29.8678312,121.5389435,0,0
2019-08-26T017:01:43Z,29.8678312,121.5389435,0,0
2019-08-26T017:01:43Z,29.8678312,121.5389435,0,0
2019-08-26T017:01:43Z,29.8678312,121.5389435,0,0
2019-08-26T017:01:43Z,29.8678312,121.5389435,0,0
2019-08-26T017:01:43Z,29.8678312,121.5389435,0,0
2019-08-26T017:01:43Z,29.8678312,121.5389435,0,0
2019-08-26T017:01:43Z,29.8678313,121.5389435,0,0
2019-08-26T017:01:43Z,29.8678313,121.5389435,0,0
2019-08-26T017:01:43Z,29.8678313,121.5389435,0,0
2019-08-26T017:01:43Z,29.8678313,121.5389435,0,0
2019-08-26T017:01:43Z,29.8678313,121.5389435,0,0
2019-08-26T017:01:43Z,29.8678313,121.5389435,0,0
2019-08-26T017:01:43Z,29.8678313,121.5389435,0,0
2019-08-26T017:01:43Z,29.8678313,121.5389435,0,0
